CustomerID,BranchID,LastPurchaseDate,TotalTransactions,TotalSpent,Currency,PaymentType
10208,BR-004,06-12-2023,3,862.6262524,GBP,Instant
10210,BR-006,31-10-2023,1,1189.284434,USD,Instant
10211,BR-001,08-07-2023,2,924.7900728,EUR,Credit
10212,BR-004,08-05-2023,6,1497.774293,EUR,Credit
10214,BR-001,13-05-2024,1,552.7183838,EUR,Instant
10215,BR-004,03-01-2025,4,639.6047905,EUR,Credit
10217,BR-006,14-10-2023,5,1806.855635,USD,Instant
10218,BR-003,20-02-2024,3,1226.767151,USD,Credit
10220,BR-002,05-03-2024,3,658.5038348,USDT,Credit
10221,BR-007,06-05-2023,3,623.0177056,GBP,Credit
10222,BR-004,10-09-2023,3,859.6624616,EUR,Instant
10223,BR-002,07-04-2023,4,710.5183724,USDT,Instant
10224,BR-002,07-04-2023,4,1031.844197,USDT,Instant
10225,BR-004,14-12-2024,3,822.9461793,USDT,Instant
10226,BR-006,08-10-2023,2,1226.768917,EUR,Credit
10227,BR-006,26-10-2024,3,1404.769636,USDT,Instant
10228,BR-004,19-11-2023,2,345.0114209,USDT,Instant
10229,BR-002,13-07-2023,3,1434.221755,GBP,Instant
10230,BR-006,17-04-2024,2,101.9855068,USD,Instant
10231,BR-004,09-09-2023,2,1406.648288,GBP,Instant
10232,BR-004,24-09-2023,4,656.8404622,USD,Credit
10233,BR-007,14-08-2023,2,2095.953677,GBP,Instant
10234,BR-006,24-08-2024,4,1340.32897,USDT,Instant
10235,BR-001,27-07-2024,2,1255.139505,EUR,Instant
10237,BR-003,06-03-2023,3,718.6998592,EUR,Instant
10238,BR-005,03-09-2024,2,699.2081593,USDT,Instant
10239,BR-005,02-08-2023,3,316.5606508,EUR,Instant
10240,BR-002,20-08-2023,1,887.6172991,USDT,Instant
10241,BR-002,07-07-2024,1,1059.790184,EUR,Credit
10242,BR-004,01-03-2024,6,513.4655296,USDT,Instant
10243,BR-002,23-01-2025,1,1371.047686,GBP,Credit
10245,BR-004,14-02-2025,1,461.6695327,EUR,Instant
10246,BR-007,22-08-2023,3,110.6845834,USDT,Instant
10247,BR-002,20-08-2024,3,1028.506562,USD,Instant
10248,BR-002,23-04-2024,3,1134.296139,USDT,Instant
10249,BR-005,01-03-2024,3,2064.473278,USDT,Instant
10250,BR-006,24-09-2024,5,1344.339012,EUR,Credit
10251,BR-003,31-03-2024,4,910.6950127,USDT,Instant
10252,BR-002,16-05-2024,2,1508.770458,EUR,Instant
10255,BR-007,02-09-2024,1,1389.180538,EUR,Credit
10256,BR-006,04-12-2024,1,724.4071418,USDT,Instant
10257,BR-003,05-03-2023,4,1930.902892,GBP,Instant
10258,BR-001,01-12-2024,3,461.6549154,USD,Instant
10259,BR-006,19-07-2023,5,415.0415821,USDT,Instant
10261,BR-004,11-12-2023,2,736.9609839,EUR,Instant
10262,BR-007,06-01-2025,1,992.9902309,USDT,Credit
10263,BR-001,01-02-2024,1,333.4213447,USD,Instant
10264,BR-002,14-12-2023,2,2207.395499,EUR,Instant
10265,BR-006,19-12-2023,2,1218.279902,USD,Instant
10266,BR-006,20-07-2023,3,1451.967421,GBP,Instant
10267,BR-005,31-01-2024,3,1441.554889,EUR,Credit
10268,BR-003,23-05-2024,4,961.0814015,USDT,Credit
10269,BR-004,03-01-2025,2,726.7463027,USDT,Instant
10272,BR-004,18-08-2023,2,823.4168536,USD,Credit
10273,BR-001,18-01-2025,3,1499.155449,EUR,Credit
10274,BR-004,09-10-2023,3,784.1898436,EUR,Credit
10275,BR-005,20-03-2024,2,1317.360734,USD,Instant
10276,BR-006,05-01-2024,0,1554.849921,USD,Instant
10278,BR-005,15-04-2023,3,1442.375527,USD,Credit
10279,BR-002,19-10-2024,4,747.5847176,EUR,Instant
10280,BR-004,18-01-2025,0,1397.535808,USDT,Credit
10281,BR-004,28-07-2023,3,2052.601201,GBP,Instant
10282,BR-006,18-08-2024,1,443.4727865,EUR,Instant
10283,BR-001,18-04-2023,2,889.9026865,USDT,Credit
10285,BR-001,04-01-2024,2,1950.595343,GBP,Instant
10286,BR-004,17-05-2023,1,969.6695931,GBP,Instant
10287,BR-003,09-06-2024,1,645.8557687,USDT,Instant
10288,BR-004,03-05-2024,3,1171.407581,USD,Instant
10289,BR-002,01-01-2024,3,1029.175502,USDT,Credit
10290,BR-005,25-06-2023,3,627.6078966,GBP,Credit
10291,BR-004,29-08-2024,4,90.34603567,USDT,Instant
10294,BR-003,23-08-2024,0,1140.080579,USD,Credit
10295,BR-007,22-08-2024,4,1348.477202,USD,Credit
10296,BR-004,28-09-2023,2,833.0902551,GBP,Instant
10297,BR-001,12-10-2024,6,1480.710843,USD,Instant
10298,BR-002,11-04-2024,5,87.63797655,USD,Instant
10299,BR-003,24-11-2023,3,1188.550197,USD,Credit
10300,BR-007,08-06-2023,5,985.3685932,EUR,Instant
10301,BR-004,20-07-2024,1,932.3728373,USDT,Instant
10302,BR-006,26-07-2024,5,1501.78328,EUR,Instant
10304,BR-002,02-07-2024,2,1094.643947,USDT,Instant
10305,BR-003,23-08-2023,3,931.7762683,USD,Credit
10307,BR-007,11-07-2024,3,447.3233412,GBP,Instant
10308,BR-007,27-03-2024,2,1391.091304,EUR,Instant
10309,BR-002,24-03-2023,3,1412.549132,EUR,Instant
10310,BR-004,02-04-2024,5,566.4348921,GBP,Instant
10311,BR-007,17-08-2024,2,1044.328795,USDT,Instant
10312,BR-005,29-09-2024,1,1098.657854,USD,Instant
10313,BR-001,30-05-2023,3,814.7047385,USDT,Instant
10314,BR-007,30-03-2024,3,2051.903046,USDT,Instant
10315,BR-006,26-10-2023,3,23734.04549,EUR,Instant
10316,BR-006,08-07-2024,4,433.0922025,USDT,Instant
10317,BR-005,19-08-2024,0,1050.928148,USDT,Instant
10318,BR-003,05-08-2023,3,1774.510076,EUR,Instant
10319,BR-003,28-10-2023,4,652.4781699,EUR,Instant
10320,BR-001,07-03-2024,3,979.4152615,USDT,Instant
10321,BR-004,26-07-2024,1,1493.667258,EUR,Instant
10322,BR-004,11-08-2023,2,962.0244882,USDT,Credit
10323,BR-002,03-01-2024,5,28802.14238,USD,Credit
10324,BR-003,08-02-2025,0,866.6738354,GBP,Instant
10325,BR-006,27-02-2023,3,1262.988779,USDT,Instant
10326,BR-003,30-06-2023,4,939.1480228,EUR,Credit
10327,BR-002,06-01-2024,3,2049.860895,USD,Instant
10328,BR-005,11-08-2024,3,876.4871496,USD,Instant
10329,BR-003,24-02-2024,0,1007.136534,USD,Instant
10330,BR-001,13-10-2024,3,523.0302903,USDT,Instant
10331,BR-007,09-08-2024,3,819.5542903,GBP,Instant
10333,BR-007,08-05-2023,2,1345.1184,USDT,Credit
10335,BR-003,24-05-2024,4,1729.865938,USDT,Credit
10336,BR-002,12-08-2024,6,139.9487245,USD,Instant
10337,BR-003,02-07-2023,7,1419.47025,GBP,Credit
10338,BR-007,12-01-2025,4,691.3734067,USD,Instant
10339,BR-003,22-12-2024,2,1349.41421,EUR,Instant
10340,BR-002,28-06-2024,5,1210.486472,GBP,Instant
10341,BR-004,25-02-2024,2,238.8204069,USDT,Credit
10342,BR-003,22-05-2024,3,1556.344187,EUR,Credit
10343,BR-005,15-10-2023,4,335.8425243,USD,Instant
10344,BR-004,10-03-2024,2,1038.736859,USDT,Instant
10345,BR-005,03-08-2024,5,1749.291286,GBP,Credit
10346,BR-004,25-04-2024,5,1623.878417,USDT,Credit
10347,BR-004,28-06-2024,1,807.3083362,GBP,Instant
10348,BR-006,08-03-2024,1,1210.226239,USD,Instant
10349,BR-004,30-04-2023,0,1529.740265,EUR,Instant
10350,BR-001,17-11-2023,3,1256.233258,USDT,Credit
10351,BR-007,24-05-2023,4,161.545763,GBP,Instant
10352,BR-004,09-07-2023,4,1046.270308,USD,Instant
10353,BR-007,11-04-2024,0,1198.315002,USDT,Instant
10354,BR-004,18-02-2024,8,343.069271,USDT,Instant
10355,BR-004,01-08-2023,3,753.6252236,USDT,Instant
10356,BR-001,29-09-2024,4,1284.707133,USDT,Instant
10358,BR-006,10-06-2023,2,791.6486999,USDT,Instant
10359,BR-007,19-04-2023,3,980.4978997,USD,Credit
10360,BR-005,23-04-2024,3,1111.217068,GBP,Instant
10361,BR-002,27-04-2024,6,1513.847297,GBP,Credit
10362,BR-006,26-10-2023,2,1160.113593,GBP,Instant
10363,BR-006,01-03-2024,6,986.6816778,USD,Instant
10364,BR-005,02-05-2023,2,705.8817702,USD,Instant
10366,BR-001,16-03-2023,3,305.5542229,USD,Instant
10367,BR-007,12-11-2024,4,1734.511699,GBP,Instant
10368,BR-003,08-12-2024,2,821.0280843,USDT,Instant
10369,BR-002,13-02-2024,2,1049.155096,USD,Instant
10370,BR-005,14-10-2023,1,973.5859977,EUR,Instant
10371,BR-005,29-09-2024,8,117482.5024,EUR,Credit
10372,BR-006,08-02-2024,3,217.5986143,USDT,Instant
10373,BR-003,01-12-2024,3,88188.19343,USDT,Instant
10375,BR-003,15-01-2025,5,1312.754008,GBP,Instant
10376,BR-005,04-07-2023,3,1442.615741,USDT,Instant
10377,BR-007,10-06-2024,4,1777.08021,USD,Instant
10378,BR-005,09-10-2024,0,1426.987988,GBP,Instant
10379,BR-002,06-06-2024,3,1020.861356,USDT,Instant
10380,BR-003,16-02-2025,1,2281.26383,USDT,Instant
10381,BR-005,15-03-2023,1,1717.233435,GBP,Instant
10382,BR-002,03-06-2023,3,1128.565326,USDT,Instant
10383,BR-006,30-09-2024,1,810.2977505,USDT,Instant
10384,BR-002,29-06-2023,2,1166.032625,GBP,Instant
10385,BR-006,11-04-2023,5,941.6170421,GBP,Instant
10386,BR-007,13-01-2024,5,682.2210793,USD,Instant
10387,BR-007,03-01-2024,2,1952.068295,EUR,Instant
10388,BR-003,08-04-2024,6,1812.979458,USDT,Instant
10389,BR-002,10-12-2024,2,2239.694709,USD,Credit
10390,BR-001,11-12-2023,5,2133.590098,USDT,Instant
10391,BR-004,23-03-2023,3,1179.868382,EUR,Credit
10392,BR-003,30-11-2024,6,1084.353131,EUR,Instant
10393,BR-004,26-05-2024,3,1440.535787,EUR,Credit
10394,BR-007,13-10-2023,2,1778.000286,GBP,Instant
10395,BR-003,30-08-2023,4,413.8697736,USDT,Credit
10396,BR-001,15-09-2023,3,1573.4396,EUR,Instant
10397,BR-004,19-06-2024,3,1398.801425,USDT,Instant
10398,BR-006,04-12-2023,6,506.5373379,EUR,Instant
10399,BR-002,20-11-2023,4,1835.081294,GBP,Instant
10400,BR-005,24-09-2023,1,782.0905114,USD,Credit
10401,BR-007,24-07-2024,1,629.3033617,EUR,Instant
10402,BR-005,06-11-2023,2,1830.401201,USDT,Credit
10403,BR-004,13-09-2023,1,967.0126896,USDT,Instant
10404,BR-007,04-10-2023,4,1225.327778,USDT,Instant
10405,BR-001,25-06-2023,3,774.4205708,USD,Credit
10406,BR-006,29-04-2023,4,1275.8704,EUR,Credit
10407,BR-004,06-11-2023,0,388.0089666,USDT,Instant
10408,BR-005,15-10-2023,1,1337.848475,USD,Instant
10410,BR-007,14-10-2023,0,853.8723923,GBP,Instant
10411,BR-005,01-10-2024,3,801.6275105,USD,Instant
10413,BR-006,16-04-2024,2,1036.71726,GBP,Instant
10414,BR-003,16-06-2023,3,831.8106684,GBP,Instant
10415,BR-002,28-06-2024,2,75821.92581,USD,Instant
10416,BR-002,05-06-2023,4,69391.65414,GBP,Instant
10417,BR-002,03-08-2024,2,2214.572161,USD,Instant
10418,BR-005,02-06-2024,1,1650.156596,GBP,Instant
10419,BR-007,24-11-2024,3,1181.591149,GBP,Credit
10420,BR-007,26-10-2024,4,1259.773165,USDT,Credit
10421,BR-004,20-01-2024,2,1431.216705,GBP,Instant
10422,BR-007,02-11-2024,2,117025.4046,EUR,Instant
10423,BR-007,12-02-2024,3,816.586167,EUR,Instant
10424,BR-007,21-10-2023,2,1748.888271,EUR,Instant
10425,BR-007,30-06-2023,1,930.974075,USDT,Instant
10427,BR-002,30-01-2024,3,1380.710884,EUR,Credit
10429,BR-007,08-04-2023,7,1608.15602,GBP,Instant
10430,BR-001,04-09-2024,3,1083.569607,GBP,Instant
10431,BR-006,25-09-2024,2,619.9052755,EUR,Instant
10432,BR-007,28-02-2023,2,1143.566677,USD,Instant
10433,BR-001,11-09-2024,7,858.5566397,USD,Instant
10434,BR-007,30-09-2024,3,690.4636317,USD,Instant
10435,BR-001,04-09-2024,1,770.2255294,GBP,Instant
10436,BR-002,30-06-2024,2,130.9441802,USD,Credit
10437,BR-002,28-12-2024,5,581.1452841,USDT,Instant
10438,BR-001,17-08-2024,1,46030.37715,EUR,Instant
10440,BR-006,19-12-2024,2,410.7798266,USD,Credit
10443,BR-003,14-12-2024,3,963.0135682,EUR,Instant
10444,BR-004,30-11-2024,4,962.1671978,USDT,Instant
10445,BR-006,07-12-2023,1,1093.381027,EUR,Instant
10446,BR-001,26-01-2024,1,1236.331528,GBP,Credit
10447,BR-003,03-10-2024,6,1212.921829,USD,Instant
10448,BR-007,05-10-2023,5,120910.2878,USD,Instant
10450,BR-003,07-12-2023,5,1710.088481,USDT,Credit
10451,BR-002,05-08-2023,2,1392.495289,GBP,Instant
10452,BR-006,04-12-2023,4,1558.137832,USD,Instant
10453,BR-001,14-10-2023,3,987.2987746,USDT,Instant
10454,BR-007,23-10-2024,7,489.8492264,GBP,Credit
10455,BR-004,18-10-2023,1,724.6907367,EUR,Instant
10456,BR-004,18-05-2023,2,2038.838566,EUR,Instant
10457,BR-003,20-01-2024,2,377.2397052,EUR,Instant
10458,BR-007,22-11-2024,2,635.029527,USDT,Instant
10459,BR-005,03-11-2024,2,535.8141651,USD,Credit
10460,BR-002,26-08-2024,1,1283.878539,GBP,Credit
10461,BR-001,28-09-2023,2,1588.428122,USDT,Instant
10462,BR-004,15-06-2024,1,1242.260173,EUR,Instant
10463,BR-002,20-08-2024,0,1668.460219,EUR,Instant
10464,BR-003,09-01-2025,4,1591.282864,USD,Instant
10466,BR-007,15-08-2024,2,1575.303775,USDT,Instant
10467,BR-005,19-01-2025,2,1948.883508,USD,Instant
10468,BR-001,18-10-2024,0,526.0536414,USD,Instant
10469,BR-001,21-09-2023,4,820.2556049,USDT,Instant
10470,BR-006,12-09-2024,1,2251.898114,EUR,Instant
10472,BR-006,30-10-2023,1,647.8374049,USDT,Instant
10474,BR-004,24-01-2025,5,32.3847076,EUR,Credit
10475,BR-005,23-08-2024,1,1094.423179,USDT,Credit
10476,BR-001,27-02-2024,6,162.9071506,USDT,Instant
10477,BR-002,03-04-2024,1,998.6248795,USDT,Instant
10478,BR-005,09-09-2024,1,1010.530099,GBP,Credit
10479,BR-001,27-06-2024,0,1714.428854,USDT,Instant
10480,BR-006,09-08-2024,4,262.933934,USDT,Credit
10482,BR-003,06-06-2023,2,187.2003167,USD,Instant
10483,BR-007,14-02-2025,1,1460.00573,USDT,Instant
10484,BR-007,26-05-2024,2,849.3184398,USD,Instant
10486,BR-004,16-11-2023,7,793.7930909,EUR,Instant
10487,BR-001,05-05-2023,2,878.2368054,USD,Instant
10489,BR-003,07-10-2023,8,1359.675725,EUR,Credit
10490,BR-003,23-05-2023,3,1271.149385,USDT,Credit
10491,BR-002,03-02-2025,1,1556.43507,GBP,Instant
10492,BR-006,15-01-2025,1,1119.240406,USDT,Credit
10493,BR-006,04-03-2023,2,536.2178236,USDT,Instant
10494,BR-003,02-10-2024,2,1534.639729,EUR,Instant
10495,BR-002,28-02-2023,7,1052.931199,USD,Instant
10496,BR-004,12-12-2024,5,1412.333667,GBP,Instant
10497,BR-002,18-03-2023,6,1038.505379,USDT,Credit
10498,BR-004,03-07-2024,3,516.3324015,USDT,Credit
10499,BR-004,05-12-2024,4,1504.002002,USD,Instant
10500,BR-007,07-01-2024,1,725.1977077,GBP,Credit
10501,BR-005,20-04-2024,2,1024.654166,GBP,Instant
10502,BR-003,26-01-2024,5,1384.419838,USD,Credit
10503,BR-007,17-02-2024,3,1276.574578,USDT,Instant
10504,BR-005,17-09-2023,0,725.8998509,USDT,Credit
10506,BR-001,11-10-2024,2,984.3982555,USD,Instant
10507,BR-004,02-11-2023,3,759.5831052,USD,Instant
10508,BR-005,26-08-2023,4,1348.083999,GBP,Credit
10509,BR-007,09-11-2024,3,1436.814251,USDT,Credit
10510,BR-004,01-09-2023,3,984.7986167,GBP,Instant
10511,BR-004,18-06-2023,4,524.5446352,GBP,Credit
10512,BR-001,10-08-2024,2,1159.260502,USDT,Instant
10514,BR-007,19-06-2023,3,1070.720256,GBP,Instant
10515,BR-007,15-07-2024,6,933.7171613,EUR,Credit
10516,BR-005,18-02-2025,2,813.7155788,EUR,Instant
10517,BR-003,15-09-2023,3,1552.247493,USDT,Instant
10518,BR-006,01-11-2024,5,699.1737989,USDT,Instant
10519,BR-006,10-08-2024,2,52456.88573,GBP,Instant
10520,BR-004,14-03-2024,3,910.5724392,USDT,Instant
10521,BR-003,17-05-2024,3,9.924770473,USD,Credit
10523,BR-001,09-10-2023,4,1548.650094,USD,Instant
10524,BR-002,26-03-2024,1,217.1759842,USD,Instant
10525,BR-007,13-03-2024,0,920.1574063,USD,Credit
10526,BR-003,24-09-2024,5,121503.2844,EUR,Instant
10527,BR-001,26-03-2024,6,2255.769798,GBP,Credit
10529,BR-007,21-06-2024,5,1035.940468,USDT,Credit
10530,BR-007,24-03-2024,5,1235.719933,USD,Instant
10531,BR-007,04-07-2024,3,320.7129924,USDT,Credit
10532,BR-006,19-06-2023,1,460.1318394,EUR,Instant
10533,BR-006,12-04-2024,2,930.4748401,GBP,Credit
10534,BR-007,28-09-2024,3,1602.547827,USDT,Instant
10535,BR-004,10-11-2023,5,431.4106121,GBP,Instant
10536,BR-001,20-05-2023,6,553.5852013,GBP,Instant
10537,BR-005,25-05-2023,5,169.4582922,USD,Instant
10538,BR-003,21-09-2024,3,1251.626032,USD,Credit
10539,BR-006,30-05-2024,3,999.7218521,EUR,Instant
10540,BR-005,29-06-2024,2,715.9535552,USD,Credit
10541,BR-005,27-05-2024,3,1385.558876,USD,Credit
10542,BR-004,25-07-2024,2,1652.813381,EUR,Instant
10543,BR-005,05-01-2024,4,13029.9014,GBP,Credit
10544,BR-003,13-06-2024,5,473.7599615,USD,Credit
10545,BR-007,13-09-2023,2,1417.910534,GBP,Instant
10546,BR-005,30-08-2024,5,1522.655715,USDT,Instant
10547,BR-005,30-09-2023,2,893.7493177,EUR,Instant
10548,BR-004,07-07-2023,1,1589.4742,USDT,Credit
10549,BR-001,22-06-2024,4,1353.129018,USD,Instant
10550,BR-001,08-02-2025,2,749.9742745,GBP,Instant
10551,BR-002,06-02-2025,4,762.0723317,GBP,Credit
10552,BR-007,12-03-2023,3,965.3489853,GBP,Instant
10553,BR-003,14-03-2023,3,520.6107719,GBP,Instant
10554,BR-007,26-02-2023,2,323.7456553,USDT,Instant
10555,BR-006,04-12-2023,6,428.2202701,USD,Instant
10556,BR-007,17-01-2025,7,1270.822844,USDT,Credit
10557,BR-003,09-01-2025,5,138.8283216,USDT,Instant
10559,BR-002,25-07-2024,4,1814.469113,USD,Credit
10560,BR-006,03-02-2024,2,196.0525968,EUR,Credit
10561,BR-004,10-10-2024,3,1014.039387,EUR,Credit
10562,BR-007,08-04-2023,4,1052.11397,USD,Instant
10563,BR-006,15-06-2023,3,432.4190855,USD,Instant
10564,BR-004,11-12-2023,5,196.8811163,USDT,Credit
10565,BR-003,26-11-2024,4,1317.39132,USDT,Credit
10566,BR-002,18-07-2023,1,61948.74078,EUR,Instant
10567,BR-005,04-07-2023,0,800.5394854,EUR,Instant
10568,BR-002,03-05-2023,6,647.5310429,USD,Instant
10569,BR-001,03-08-2023,1,1583.965831,EUR,Instant
10570,BR-002,06-10-2023,5,947.578888,GBP,Instant
10571,BR-005,16-07-2024,2,1089.8143,GBP,Credit
10572,BR-001,31-01-2024,2,24687.93072,USDT,Instant
10573,BR-006,08-07-2023,6,1642.69264,EUR,Credit
10574,BR-004,11-05-2024,1,687.2096812,GBP,Credit
10575,BR-001,24-10-2023,0,1361.413447,USDT,Instant
10576,BR-005,10-09-2024,2,1055.899579,GBP,Instant
10577,BR-003,07-03-2024,6,604.5591042,GBP,Credit
10578,BR-004,15-06-2023,2,1017.004048,GBP,Credit
10579,BR-002,21-05-2024,2,538.2637916,EUR,Instant
10580,BR-007,23-08-2024,2,420.5026997,USD,Credit
10581,BR-005,08-07-2024,9,778.3396149,USD,Instant
10582,BR-002,01-01-2025,4,919.5318226,USDT,Instant
10583,BR-001,26-02-2023,3,971.5297706,USD,Credit
10586,BR-005,25-09-2024,1,474.6883391,USDT,Instant
10587,BR-005,25-01-2024,3,900.7577707,USDT,Instant
10588,BR-005,10-02-2024,2,559.0516892,USDT,Instant
10589,BR-006,08-02-2024,2,1065.345012,USD,Instant
10590,BR-006,30-11-2024,1,929.2371233,USD,Credit
10591,BR-006,08-04-2023,0,329.9639644,USDT,Instant
10592,BR-001,05-03-2024,4,1216.108345,USDT,Instant
10593,BR-004,26-04-2023,2,1113.747938,USDT,Instant
10594,BR-002,21-07-2024,2,1317.983875,GBP,Instant
10595,BR-002,25-03-2024,4,551.934766,USD,Instant
10596,BR-002,16-07-2024,2,1151.718593,GBP,Credit
10598,BR-006,12-02-2024,4,928.3705423,USD,Credit
10599,BR-002,07-07-2024,4,1244.46362,GBP,Instant
10601,BR-002,27-11-2024,6,1117.639995,USD,Instant
10602,BR-001,09-03-2024,1,396.7983746,GBP,Instant
10603,BR-007,18-06-2024,2,822.5268849,USDT,Credit
10604,BR-001,26-07-2024,5,1251.145613,USDT,Instant
10605,BR-003,13-02-2024,1,1021.391451,USDT,Credit
10606,BR-001,23-01-2024,5,1247.090107,USD,Instant
10607,BR-005,09-03-2023,4,135786.7121,EUR,Instant
10608,BR-002,24-09-2023,4,2197.18095,USD,Instant
10609,BR-003,06-08-2023,0,391.7095979,EUR,Instant
10610,BR-004,06-04-2024,4,439.2349263,USDT,Credit
10611,BR-006,13-11-2023,4,1794.147076,USDT,Instant
10612,BR-003,13-03-2024,3,132563.7522,GBP,Instant
10613,BR-006,15-04-2024,3,30402.08095,EUR,Credit
10614,BR-002,06-01-2024,5,1852.051039,GBP,Instant
10615,BR-006,07-01-2025,4,1322.518928,EUR,Instant
10616,BR-004,21-10-2023,1,993.7933902,USD,Instant
