CustomerID,Gender,Age,Country,City
111090701,Female,70,Invalid_Country,Invalid_City
9414387078,Female,31,Brazil,Rio de Janeiro
2786246882,Male,64,Canada,Toronto
6645341768,Male,44,Canada,Toronto
181472290,Male,71,Brazil,Rio de Janeiro
9145521833,Female,57,South Africa,Cape Town
2719834603,Male,61,Germany,Berlin
103171754,Female,40,Brazil,Rio de Janeiro
5021066833,Female,69,Singapore,Singapore
789840834,Female,70,South Africa,Invalid_City
558605344,Female,37,Japan,Tokyo
1323845275,Female,36,Japan,Johnborough
3714059026,Male,27,Germany,Berlin
9324259051,Female,64,Canada,Toronto
1573307078,Female,40,Canada,Toronto
945002514,Female,61,Japan,Tokyo
2816969920,nan,19,Germany,Berlin
7243732589,Female,58,South Africa,Cape Town
7632602597,Male,51,Japan,Tokyo
9539904977,Male,46,South Africa,Cape Town
3416731500,Male,36,Japan,Tokyo
3742316033,Female,52,Germany,Berlin
3217188908,Female,66,South Africa,Cape Town
1123715077,Male,49,Canada,Toronto
240402096,Female,46,Germany,Berlin
690019577,Male,60,South Africa,Invalid_City
3394159629,Female,19,France,West Troy
9719694232,Male,56,Singapore,Singapore
2408623423,Female,41,Japan,Tokyo
2447059593,Male,63,Singapore,Singapore
2253563813,Female,76,Germany,Berlin
9586128935,Female,73,Germany,Berlin
1463566903,Female,43,Singapore,Invalid_City
8090779787,Male,53,Germany,Berlin
6623179582,Male,35,France,Paris
9707989257,Other,51,Brazil,Rio de Janeiro
6745239178,Male,39,Invalid_Country,Berlin
7396844300,nan,40,Brazil,Invalid_City
2946501307,Male,64,Canada,Toronto
9661725527,Female,51,South Africa,Invalid_City
3534806331,Other,67,Germany,Berlin
4634278636,Male,77,Singapore,Invalid_City
5074939249,Male,55,France,Paris
472592081,Male,45,Germany,Berlin
22602155,Male,55,Germany,Berlin
2614128227,Female,58,Brazil,Invalid_City
1419044098,Female,20,Singapore,South Thomastown
4225695650,Female,68,Japan,Invalid_City
1660483702,Female,150,South Africa,Cape Town
2263177482,Male,59,Singapore,Singapore
9770240310,Male,61,France,Paris
7794079582,Male,23,Brazil,Rio de Janeiro
9887219989,Male,64,Germany,Invalid_City
6885794474,Female,74,Singapore,Singapore
303314938,Male,150,Germany,Berlin
3505925881,Female,64,Germany,Berlin
5082654810,Other,67,Singapore,Singapore
3139532950,Female,-10,France,Paris
9220342350,Male,30,Brazil,Rio de Janeiro
5485459214,Male,38,South Africa,Cape Town
9458690930,Female,31,Singapore,Singapore
3055560801,Female,32,France,Paris
9901459155,Male,53,Canada,Toronto
2077833717,Female,43,Singapore,Singapore
6657539711,Other,71,France,Paris
829600974,Female,41,France,Paris
6521155029,Male,66,Singapore,Singapore
8536554240,Male,52,Brazil,Invalid_City
919215858,Male,56,Brazil,Rio de Janeiro
1240790243,Female,38,Singapore,Singapore
1339346594,Other,51,France,Paris
243544347,Male,29,Brazil,Rio de Janeiro
4851111924,Female,38,Singapore,Port Amanda
9588370903,Female,38,Singapore,Invalid_City
3305926863,Female,64,Canada,Toronto
4454199840,Female,19,Brazil,Rio de Janeiro
8514195520,Female,20,Germany,Berlin
5729004629,Female,31,Invalid_Country,Singapore
2789848470,Female,68,South Africa,Cape Town
7616046706,Female,33,Japan,Tokyo
4392413967,Male,54,Japan,Tokyo
1329063264,Female,38,France,Paris
6199870187,Female,49,France,Invalid_City
9491212232,Female,46,Singapore,Invalid_City
171199298,Female,45,France,Paris
3694063700,Female,150,Singapore,Singapore
2619157644,Female,28,Singapore,Invalid_City
2303978341,Male,57,Canada,Toronto
8362753336,Female,53,France,Paris
4688531134,Male,77,France,Paris
4411899274,Other,66,Japan,Tokyo
7940810104,Female,30,Brazil,Rio de Janeiro
221638116,Female,56,South Africa,Cape Town
4244436955,Male,63,France,Paris
1089287028,Male,150,France,Paris
2028216100,Male,-10,Japan,Invalid_City
846955656,Male,47,Canada,Toronto
9830364196,Male,62,Brazil,Invalid_City
295540642,Male,71,South Africa,Cape Town
2156568377,Male,60,Germany,Lake Joelside
8478514577,Male,37,Brazil,Rio de Janeiro
5854743072,Male,42,Singapore,Singapore
9030843946,Other,48,Singapore,Singapore
1132173258,Other,28,Canada,Toronto
979143498,Female,40,Germany,Berlin
2356409333,Male,39,France,Paris
8391449830,Male,51,Brazil,Rio de Janeiro
2807625447,Male,66,Brazil,Invalid_City
5701172387,Female,78,Japan,Tokyo
1020851493,Female,77,South Africa,Cape Town
1710879298,Female,44,Singapore,Singapore
9928632665,nan,72,Brazil,Rio de Janeiro
2126985378,Female,-10,South Africa,Cape Town
472351665,Female,29,Singapore,Singapore
7960214228,Other,40,Germany,Berlin
711679897,Female,18,Singapore,Singapore
5455160757,Other,34,Japan,Tokyo
8041739945,Female,52,Brazil,Rio de Janeiro
9637115143,nan,36,Brazil,Rio de Janeiro
8831739447,Female,50,Japan,Invalid_City
3326785599,Male,72,France,Paris
2093900147,Other,21,Singapore,Singapore
226189948,Female,36,Singapore,Singapore
2500995855,Female,41,Brazil,Rio de Janeiro
6048301889,Female,44,Germany,Berlin
9306913522,Female,50,Brazil,Rio de Janeiro
2854222320,Male,72,Germany,Berlin
8875823495,Other,78,Singapore,Singapore
15227920,Female,66,South Africa,Cape Town
8438297657,Female,68,Singapore,Singapore
2138188549,Male,20,France,Invalid_City
2789791198,Female,41,Japan,Tokyo
310491301,Male,61,Singapore,Singapore
6606618597,Female,64,Invalid_Country,Tokyo
3375801575,Male,65,Invalid_Country,Berlin
8287541079,Male,63,South Africa,Invalid_City
594757251,Female,54,Canada,Toronto
5430980046,Male,62,Singapore,Singapore
4550087039,Male,28,Germany,Berlin
7190513855,Male,22,France,Paris
3604275777,Female,58,South Africa,Cape Town
3995813983,Male,34,Canada,Invalid_City
6155259372,Female,25,Singapore,Sherriview
4204448389,Female,59,Brazil,Rio de Janeiro
3511791712,Other,150,France,Invalid_City
5611464987,Female,55,France,Paris
925490730,Female,72,South Africa,Cape Town
6825669831,Other,56,Invalid_Country,Invalid_City
1098254710,Female,71,Canada,East Richardville
3407044309,Male,51,Canada,Toronto
2826487693,Male,34,France,Invalid_City
7185623557,Male,23,Singapore,Singapore
9391327792,Male,41,Canada,Toronto
3129174244,Male,52,Japan,Tokyo
5436913437,Male,19,Germany,Invalid_City
632392570,Male,61,Canada,Toronto
155639717,Male,27,Brazil,Invalid_City
8821878646,Male,75,Brazil,Rio de Janeiro
8061994409,Male,54,Japan,Tokyo
1959299188,Female,68,South Africa,Chavezside
387099012,Other,30,South Africa,Cape Town
7940202786,Female,74,Germany,Berlin
5199889822,Male,55,Singapore,Singapore
3613017003,Female,55,Singapore,Singapore
5804874635,Female,20,France,Paris
928920869,Male,42,South Africa,Cape Town
891151686,Male,51,Brazil,Rio de Janeiro
6889324875,Female,39,South Africa,Cape Town
7279007301,Male,44,France,Invalid_City
1671399902,Female,47,Japan,Tokyo
5117372837,Male,43,South Africa,Cape Town
8627246754,Female,21,Germany,Berlin
276178189,Female,31,Canada,Toronto
2062101000,Female,18,Germany,Berlin
3759950015,Other,48,Canada,Toronto
6024297469,Female,68,South Africa,Cape Town
7982961214,Male,64,South Africa,Invalid_City
4158998674,Male,64,France,Paris
3788420094,Male,78,South Africa,Cape Town
8487783384,Male,66,Canada,Ramirezland
634843922,Female,70,South Africa,Cape Town
8435209818,Female,19,France,Paris
4570208549,Male,22,Singapore,Singapore
2649321466,Female,56,South Africa,Cape Town
7580142838,Male,25,Japan,Rachelchester
6353430546,Female,52,Singapore,Singapore
4966007505,Male,37,Japan,Tokyo
4706930537,Female,42,Singapore,Singapore
4557291359,Other,27,Singapore,Singapore
8383863321,Male,42,Brazil,Rio de Janeiro
2049282345,Other,37,Singapore,Singapore
5394040339,Male,57,Germany,Berlin
3845529098,Male,63,Canada,Toronto
9899742293,Female,73,Singapore,Singapore
4081805621,Female,28,Canada,Toronto
1256572922,Male,67,Singapore,Invalid_City
3808551364,Female,38,Singapore,Singapore
7727179783,Female,52,Germany,Berlin
7466317184,Female,63,Germany,Berlin
4504056421,Male,27,Brazil,Rio de Janeiro
4182230501,Female,45,Canada,Toronto
3483479797,Other,30,Japan,Tokyo
7198741467,Male,70,France,Paris
2071285024,Female,58,Brazil,Rio de Janeiro
4377917460,Female,65,Brazil,Invalid_City
8234832692,Female,71,Japan,Tokyo
4467289431,Male,79,Invalid_Country,Toronto
4741486987,Male,56,Germany,Berlin
9877453756,Female,40,Canada,Toronto
1943555893,Male,47,South Africa,Cape Town
6484703918,Male,79,France,Paris
2647872578,Female,70,Japan,Tokyo
4056669040,Female,54,Japan,Tokyo
2354801254,Male,48,Brazil,Rio de Janeiro
5773504457,Male,28,South Africa,Jaredville
74422321,nan,78,South Africa,Cape Town
8266967070,Male,45,South Africa,Cape Town
4167422523,Female,71,Japan,Tokyo
5614515163,Female,67,Canada,Toronto
3671834959,Male,28,Japan,Tokyo
8107959903,Female,33,France,Paris
1361707425,Female,72,South Africa,Cape Town
3340811660,Male,47,Japan,Tokyo
3777920667,Male,54,France,Paris
8142264201,Female,53,Brazil,Rio de Janeiro
3587530027,Female,79,France,Paris
679288825,Female,59,Brazil,Rio de Janeiro
5607969520,Female,43,Canada,Toronto
8896911485,Female,57,Canada,Toronto
6540558839,Male,47,South Africa,Cape Town
1858125883,Female,48,France,Paris
483982308,Other,34,Germany,Berlin
1750256852,Female,35,Singapore,Singapore
9561123390,Male,48,South Africa,Cape Town
768118317,Male,25,Singapore,Singapore
6879403202,Female,62,Canada,Toronto
1493336265,Other,76,South Africa,Cape Town
8911771405,Male,75,Germany,Berlin
6380442106,Male,61,Singapore,Singapore
8417486622,Male,27,Brazil,Rio de Janeiro
7532785142,Female,72,France,Paris
6431342355,Male,63,Japan,Tokyo
8787742078,Other,39,Canada,Toronto
447548296,Male,76,Japan,Invalid_City
2927608618,Male,25,Singapore,Singapore
4873567014,Female,74,Canada,Toronto
9894474321,Female,65,Germany,Berlin
8894157168,Male,51,Brazil,Lake Dalemouth
2463341527,Other,61,Singapore,Invalid_City
7448573739,Female,52,Japan,Tokyo
7381827265,Female,-10,Canada,Ellisport
2835658898,Male,74,Canada,Toronto
506277723,Female,62,Japan,Tokyo
4278475357,Female,150,France,Paris
3486884450,Female,39,Brazil,Rio de Janeiro
8794252269,Male,40,South Africa,Cape Town
6697174654,Female,52,France,Paris
4815513425,Female,28,France,Invalid_City
5478992943,Male,19,France,Andrewschester
1807654517,Male,73,Japan,Tokyo
3214127862,Female,27,Canada,Toronto
7370319124,Male,53,Canada,Toronto
2640721649,Male,56,Singapore,Singapore
9921585518,Male,46,Canada,Invalid_City
1817415246,Female,36,Canada,Toronto
688298361,Male,21,Canada,Toronto
8192905743,Other,41,Canada,Toronto
6386254410,Male,77,Invalid_Country,East Jennifer
5527964723,Male,58,France,Paris
6593912676,Female,-10,Singapore,Singapore
6087078026,Female,41,Canada,Toronto
5250623766,Male,40,Germany,Kimfort
4379399522,Female,78,Brazil,Rio de Janeiro
941421353,Other,79,Canada,Toronto
873464966,Male,44,Germany,Berlin
4987430819,Female,25,Canada,Invalid_City
6716613245,Female,44,Germany,Berlin
2955307153,Male,30,France,Paris
33246037,Female,36,France,Paris
4654776856,Male,68,Germany,Berlin
7293578376,Male,49,Brazil,Rio de Janeiro
9985792570,Female,52,Brazil,Rio de Janeiro
3052488903,Male,71,Invalid_Country,Cape Town
3638167737,Female,-10,Germany,Berlin
2788187935,Female,45,South Africa,Cape Town
1921762125,Male,29,Singapore,Invalid_City
5665977440,Female,35,Brazil,Rio de Janeiro
7093987739,Female,60,Germany,Berlin
7947512671,Male,61,South Africa,East Erin
2685736348,Female,72,Canada,Toronto
8458063499,Other,45,Invalid_Country,Toronto
2387974080,Male,30,South Africa,Cape Town
728053094,Male,42,France,Paris
1622665011,Male,77,Brazil,Invalid_City
4994761667,Male,33,Germany,Berlin
9848398352,Male,74,Canada,Toronto
3879387786,Female,36,Singapore,Singapore
80791685,Male,61,Singapore,Singapore
2327692164,Male,47,South Africa,Cape Town
1950821690,Female,37,Canada,Toronto
2027114433,Male,70,Japan,Thomasmouth
2660823117,Male,41,France,Eatonchester
8258238506,Male,42,Germany,Berlin
7526242521,Female,62,Singapore,Singapore
1843002307,Other,41,France,Paris
4425683702,Other,32,South Africa,Invalid_City
4544275279,Male,150,Brazil,Rio de Janeiro
5630712866,Other,22,Canada,Toronto
3215949985,Male,20,Japan,Tokyo
9985474554,Female,72,Germany,Berlin
5648909448,Other,25,Germany,Lesliebury
2788778914,Male,41,Brazil,Rio de Janeiro
118446333,nan,73,Japan,Invalid_City
9665905495,Male,57,Brazil,Rio de Janeiro
1033390693,nan,53,South Africa,Invalid_City
8898489833,Male,31,Singapore,Singapore
5064580816,Male,18,Japan,Burgessborough
3377792254,Female,34,Germany,Berlin
5515622015,Male,47,France,Paris
8204503436,Male,39,Japan,Tokyo
5872978381,Male,78,Germany,Berlin
31958209,Female,41,Brazil,New Jessica
1047020593,Female,150,South Africa,Cape Town
4103341037,Male,23,South Africa,Cape Town
8342370485,Female,77,Canada,Toronto
915259357,Female,55,Canada,Toronto
8794749429,Female,150,Singapore,Singapore
929074936,Female,74,Singapore,Singapore
4644472971,Male,37,Germany,Berlin
8161012499,Female,150,Canada,Toronto
2185046759,Other,58,South Africa,Cape Town
8880344319,Female,73,South Africa,Invalid_City
166228147,Male,39,France,Tracyside
3172047776,Female,19,Brazil,Rio de Janeiro
9244621550,Male,72,Brazil,Rio de Janeiro
2454154451,Male,26,South Africa,Cape Town
6070117017,Male,70,France,Paris
9189332250,Male,66,Singapore,Patrickfort
2935360954,Female,62,France,Invalid_City
1442875386,Female,30,Singapore,Singapore
7001171158,Male,63,Singapore,Aaronmouth
540252766,Male,75,Canada,Toronto
7037175535,Male,78,Japan,Tokyo
2547800572,Other,51,South Africa,Cape Town
1050116491,Male,77,Canada,Toronto
3226784950,Female,40,Japan,Tokyo
7690479575,Female,150,Singapore,Singapore
4732835715,Male,27,Germany,Invalid_City
5661270799,Male,24,Singapore,Invalid_City
4038416268,Female,66,Japan,Tokyo
2970775130,Female,51,Canada,Estesburgh
8610564686,Female,54,Singapore,Singapore
2823968244,Male,28,Singapore,Singapore
8639985515,Male,40,Germany,Berlin
5318745025,Female,70,Brazil,Rio de Janeiro
190078244,Male,59,Canada,Toronto
9027931862,Male,68,Canada,Toronto
1841972375,Male,59,Japan,Invalid_City
5706594106,Male,56,South Africa,West Amy
253850625,Female,68,Brazil,Rio de Janeiro
3563276299,Female,74,Brazil,Rio de Janeiro
5393520267,Female,32,Singapore,Invalid_City
8010516927,Female,21,South Africa,Cape Town
1571862540,Male,150,Germany,Port Stephanie
9940883527,Other,61,Germany,Berlin
6950580130,Female,50,France,Paris
269108241,Other,61,Canada,Port Catherine
6283527350,Male,76,South Africa,Cape Town
4788642501,Female,42,Germany,Berlin
3902899053,Male,-10,Canada,Toronto
7267079033,Male,39,Canada,Toronto
4702562400,Male,68,Canada,Toronto
3612015297,Male,32,Canada,Toronto
520127968,Male,58,Brazil,Invalid_City
35125159,Male,32,Brazil,South Cassandra
4339747661,Male,41,Canada,Toronto
248079886,Female,54,Singapore,Hamiltonberg
72260042,Male,45,Germany,Berlin
7062290818,Male,74,Japan,Tokyo
4634353630,Male,49,South Africa,Cape Town
3568071560,Male,42,Brazil,Rio de Janeiro
7354600582,Male,59,Japan,Tokyo
2413339968,Female,70,Japan,Tokyo
7590194673,Female,48,Singapore,Singapore
4073767627,Male,44,Japan,Tokyo
169597588,Female,35,South Africa,Invalid_City
2262325508,Male,63,Canada,Toronto
6847502128,Female,33,Japan,Tokyo
2580142492,Female,71,Japan,Invalid_City
2354122208,Female,40,Singapore,Singapore
3108036743,Female,43,Germany,Berlin
8143982607,Female,69,Germany,Berlin
1956512404,Male,56,France,Paris
5743656624,Male,57,Canada,Toronto
7472612611,Male,28,South Africa,Cape Town
1135994811,Female,37,Canada,Toronto
9226878832,Male,36,Brazil,Rio de Janeiro
268614440,Female,34,Canada,Toronto
5282919685,Female,21,South Africa,Cape Town
5583525719,Female,-10,Singapore,Singapore
3266851833,Male,28,France,Paris
9001898483,Other,51,Brazil,Rio de Janeiro
3383294838,Male,26,Singapore,Invalid_City
2403187700,Female,63,Canada,Toronto
3489791225,Female,79,Brazil,Rio de Janeiro
9602240936,Male,76,Singapore,Singapore
3139902239,Male,79,South Africa,Cape Town
9261479843,Female,39,France,Invalid_City
9500033750,Other,43,Japan,Tokyo
3246929562,Female,72,France,Invalid_City
6313776948,Other,76,Germany,Carrollmouth
2983682850,Male,66,France,Paris
6517097972,Female,62,Japan,Tokyo
9655452512,Female,68,Germany,Berlin
6033999232,Male,71,Brazil,Invalid_City
7868602623,Other,40,Singapore,Singapore
8432934898,Female,77,Germany,West Melissaborough
6646155043,Female,37,Japan,Tokyo
6087717949,Male,74,South Africa,Invalid_City
4959156562,Male,59,Singapore,Singapore
6233570686,Female,53,France,Peggychester
3067349243,Male,40,Canada,Toronto
1549289262,Female,30,Japan,Tokyo
9936465349,Female,24,France,Paris
499241765,Male,26,Germany,Berlin
2778641321,Male,48,Invalid_Country,Rio de Janeiro
8165872419,nan,69,Japan,Tokyo
6998231079,Male,66,Japan,Tokyo
7133672246,Female,61,Japan,Bethchester
7478318190,Other,31,Japan,Tokyo
6166175242,Male,27,Brazil,Rio de Janeiro
5406102494,Female,38,Brazil,Rio de Janeiro
7178975260,Other,19,Brazil,Rio de Janeiro
6376495775,Female,44,Germany,Berlin
2302410963,Other,24,Singapore,Singapore
6168644793,Male,53,France,Paris
3070056398,Female,56,France,Paris
8947994875,Other,57,France,Paris
6845735055,Male,-10,France,Serranoberg
4141365244,Male,65,Brazil,Rio de Janeiro
3812479224,Female,50,France,Paris
9814170599,Female,67,Invalid_Country,Berlin
8980458382,Male,60,France,Paris
3642624304,Female,38,Germany,Invalid_City
9441417523,Male,20,Canada,Invalid_City
720567049,Female,73,Germany,Berlin
9942004889,Other,56,South Africa,Cape Town
6847303567,Female,77,Germany,Berlin
234541341,Male,75,Japan,Tokyo
6472044301,Male,50,France,Invalid_City
7817176909,Other,33,South Africa,Cape Town
2417020420,Other,56,Singapore,Singapore
5346067505,Female,42,Brazil,Rio de Janeiro
6013437648,Female,25,South Africa,Cape Town
2826060964,Male,71,Brazil,Rio de Janeiro
5745434642,Female,66,France,Paris
5834136561,Male,70,Brazil,Rio de Janeiro
6975547280,Male,24,Singapore,Singapore
4475879578,Female,45,South Africa,Cape Town
9470676762,Male,46,Canada,Toronto
4272996384,Female,58,South Africa,Cape Town
4974715289,Male,50,Japan,Tokyo
4665727012,Female,34,Singapore,Port Kevin
6627253063,Male,50,Japan,Invalid_City
858065386,Male,27,Germany,Berlin
2025682916,Female,29,Canada,Toronto
7666814152,Male,29,France,Paris
3234434002,Female,55,Japan,Invalid_City
8215805944,Male,58,South Africa,Cape Town
2788983333,Female,74,Canada,Toronto
3977593313,Female,22,Invalid_Country,Invalid_City
5928209399,Female,-10,Germany,Berlin
1969700225,Male,34,Germany,East Tara
1222026259,Male,56,Japan,South Shaunland
4353049445,Female,29,Japan,Tokyo
7203418101,Male,47,Brazil,Rio de Janeiro
9577653256,Female,50,Japan,Tokyo
1092451170,Female,58,Canada,Toronto
6997904137,Female,31,Japan,Invalid_City
2410599607,Male,46,Singapore,Singapore
4496494172,Female,51,Canada,Toronto
9797508529,Female,59,Germany,Berlin
2742485052,Female,21,South Africa,Cape Town
888625128,Other,67,France,Youngborough
1040558839,Female,67,Japan,Tokyo
919716165,nan,150,Canada,Toronto
4832288057,Male,30,Canada,Toronto
8269041080,Male,54,France,Paris
6500514696,Male,35,South Africa,Cape Town
6005287248,Male,79,Brazil,Rio de Janeiro
6976752839,Male,37,Brazil,Rio de Janeiro
5336371042,Female,27,Germany,Invalid_City
5260715564,Female,30,Canada,Invalid_City
8353659665,Female,32,Germany,Berlin
1422739127,Male,71,Invalid_Country,Paris
5617476091,Male,65,Japan,Tokyo
7488449304,Male,44,France,Paris
5612622979,Male,56,Brazil,Rio de Janeiro
7800875283,Male,18,South Africa,Invalid_City
4641005976,Other,58,South Africa,Cape Town
5888634498,Male,42,South Africa,Cape Town
632562854,Female,42,Germany,Invalid_City
9718525069,Male,25,France,Paris
8399228497,Male,150,Canada,Toronto
2784758478,Male,54,Singapore,Singapore
3227979037,Other,56,Singapore,Singapore
9607811660,Male,67,Brazil,Rio de Janeiro
2899003892,Male,150,Germany,Berlin
2285722533,Female,36,Canada,Toronto
1495840560,Female,30,South Africa,Cape Town
7677329470,Female,34,Brazil,Rio de Janeiro
3798361310,Male,65,South Africa,Cape Town
4456755087,Female,22,France,Paris
6475261364,Female,74,Brazil,Rio de Janeiro
1991618060,Male,33,France,North Jason
8827912790,Female,24,Germany,Invalid_City
1591872382,Male,18,Canada,Toronto
2275975714,Male,31,Canada,Toronto
2477528312,Female,18,France,Invalid_City
9126501669,Other,66,Germany,Berlin
1421249595,Male,67,France,Paris
4288186518,Female,78,Germany,Berlin
3749338729,Male,70,Canada,Holmeshaven
8730515930,Male,54,Brazil,Rio de Janeiro
5644463837,Male,18,France,Paris
5048256968,Male,59,South Africa,Cape Town
5033876284,Male,67,Brazil,Rio de Janeiro
3065873959,Female,36,Brazil,Rio de Janeiro
8691707069,Male,75,Brazil,Rio de Janeiro
6082951833,Female,68,Canada,Toronto
2392225636,Male,48,Canada,Toronto
402098918,Female,44,Japan,Tokyo
4747319509,Other,64,France,Paris
2804972642,Female,30,Canada,Toronto
5752398755,Other,40,South Africa,Cape Town
9754284959,Other,25,Japan,Tokyo
5786946627,Female,50,Germany,Berlin
4404905690,Male,31,France,Paris
1608223811,Male,38,Germany,Berlin
368930481,Female,42,France,Paris
6313281166,Female,49,Germany,Berlin
8344965794,Male,50,Brazil,Rio de Janeiro
3399296541,Female,33,Germany,Berlin
7173341885,Other,36,South Africa,Cape Town
1136657737,Male,65,Canada,Toronto
385233502,Female,35,Invalid_Country,Berlin
1822603442,Male,27,Brazil,Rio de Janeiro
5550844857,Male,76,France,Paris
2273193306,Other,33,Brazil,Rio de Janeiro
5490296499,Female,20,South Africa,Williamton
3848144265,Male,50,Germany,Berlin
2391478841,Male,48,Singapore,Singapore
2858007151,Male,68,South Africa,Cape Town
3371241063,Male,43,France,Paris
9630218514,Female,19,France,Invalid_City
1307742572,Female,34,Japan,Tokyo
3831345995,Male,24,Japan,Tokyo
3829280756,Other,77,Japan,Tokyo
5457512798,Male,33,Brazil,Rio de Janeiro
1190625723,Female,54,South Africa,Cape Town
2357533285,Male,70,France,Paris
7962377024,Male,79,Japan,Tokyo
1405529409,Female,35,Canada,Invalid_City
5724215099,Other,-10,Invalid_Country,Cape Town
5782660515,Male,32,South Africa,Cape Town
2578222006,Male,52,Germany,Berlin
5610625661,Female,56,Canada,Toronto
4786258433,Female,72,Singapore,Singapore
6780298070,Male,62,Germany,Berlin
400753579,Female,37,Germany,Invalid_City
5778521231,Male,41,Canada,Toronto
6766003745,Female,55,Singapore,Singapore
4567794099,Female,61,Japan,South Justin
2302123867,Female,71,Germany,Berlin
8541905921,Female,28,Japan,Tokyo
8312382088,Female,69,Japan,Tokyo
2671642081,Male,72,Singapore,Singapore
7954588053,Male,78,Germany,Invalid_City
5754496363,Female,75,Brazil,East Briantown
4698894544,Female,49,Singapore,Singapore
4712949808,Male,76,Canada,Toronto
5757847893,Male,32,Germany,Berlin
2265539044,Male,46,Singapore,Singapore
3964691969,Female,53,Singapore,Singapore
6478916743,Male,65,Canada,Toronto
5863230312,Other,-10,Japan,Tokyo
9445334084,Other,33,Singapore,Singapore
8577976722,Male,76,Canada,Toronto
5637954044,Male,42,South Africa,Cape Town
4079484592,Female,74,France,Paris
2400339126,Female,27,Canada,Toronto
6958309806,Male,49,Germany,Berlin
1233029600,Female,37,Germany,Berlin
9743082471,Male,76,Canada,Toronto
8110595713,Female,35,Japan,Invalid_City
5006481359,nan,35,South Africa,Cape Town
6021570977,Female,48,Canada,Toronto
1497421992,Male,65,South Africa,Cape Town
2398669514,Male,28,Canada,Toronto
3364882717,Male,57,Japan,Tokyo
3777222219,Female,48,Germany,Berlin
3194222066,Male,25,Canada,Toronto
8622885180,Female,21,Japan,Tokyo
9201532120,Female,25,Japan,Tokyo
3653561363,Female,70,Germany,Berlin
2858844711,Male,52,Japan,Tokyo
6873664666,Female,47,Japan,Tokyo
4456599426,Female,22,Singapore,Singapore
2005720262,Male,21,Japan,Tokyo
7780618552,Female,68,France,Paris
682718967,Male,31,Japan,Tokyo
1103149269,Male,63,Singapore,Singapore
191079720,Male,72,Japan,Invalid_City
704782512,Female,47,Singapore,South Stephanie
762578759,Male,44,Japan,Tokyo
5171574823,Male,50,South Africa,Invalid_City
4297735463,Female,41,South Africa,Cape Town
5350425176,Male,24,South Africa,Cape Town
9877843181,Female,45,Germany,Berlin
7894329496,Male,60,Singapore,Singapore
1178233390,Female,69,Canada,Toronto
2464143641,Male,23,Singapore,Singapore
1801544618,Female,72,Germany,Berlin
5116468416,Female,18,Canada,Toronto
4190592970,Other,37,Brazil,Invalid_City
7428177922,Male,-10,Singapore,Singapore
7654632066,Male,60,Japan,Tokyo
2299200907,Female,77,Germany,Berlin
8169165640,Male,62,Singapore,Singapore
6278102513,nan,54,Canada,Toronto
5533862812,Male,29,Canada,Port Robertton
242557212,Female,57,Japan,Tokyo
9056725977,Female,34,Singapore,Singapore
5727768515,Male,25,South Africa,Invalid_City
