CustomerID,BranchID,LastPurchaseDate,TotalTransactions,TotalSpent,Currency,PaymentType
4851111924,BR-004,09-09-2023,2,1406.648288,GBP,Instant
9588370903,BR-004,24-09-2023,4,656.8404622,USD,Credit
3305926863,BR-007,14-08-2023,2,2095.953677,GBP,Instant
4454199840,BR-006,24-08-2024,4,1340.32897,USDT,Instant
8514195520,BR-001,27-07-2024,2,1255.139505,EUR,Instant
5729004629,BR-004,23-09-2024,0,1498.906359,GBP,Instant
2789848470,BR-003,06-03-2023,3,718.6998592,EUR,Instant
7616046706,BR-005,03-09-2024,2,699.2081593,USDT,Instant
4392413967,BR-005,02-08-2023,3,316.5606508,EUR,Instant
1329063264,BR-002,20-08-2023,1,887.6172991,USDT,Instant
6199870187,BR-002,07-07-2024,1,1059.790184,EUR,Credit
9491212232,BR-004,01-03-2024,6,513.4655296,USDT,Instant
171199298,BR-002,23-01-2025,1,1371.047686,GBP,Credit
3694063700,BR-004,09-11-2023,1,1149.64629,USD,Instant
2619157644,BR-004,14-02-2025,1,461.6695327,EUR,Instant
2303978341,BR-007,22-08-2023,3,110.6845834,USDT,Instant
8362753336,BR-002,20-08-2024,3,1028.506562,USD,Instant
4688531134,BR-002,23-04-2024,3,1134.296139,USDT,Instant
4411899274,BR-005,01-03-2024,3,2064.473278,USDT,Instant
7940810104,BR-006,24-09-2024,5,1344.339012,EUR,Credit
221638116,BR-003,31-03-2024,4,910.6950127,USDT,Instant
4244436955,BR-002,16-05-2024,2,1508.770458,EUR,Instant
1089287028,BR-002,25-02-2023,7,275.0717173,GBP,Instant
2028216100,BR-005,09-04-2024,3,446.8459094,USDT,Credit
846955656,BR-007,02-09-2024,1,1389.180538,EUR,Credit
9830364196,BR-006,04-12-2024,1,724.4071418,USDT,Instant
295540642,BR-003,05-03-2023,4,1930.902892,GBP,Instant
2156568377,BR-001,01-12-2024,3,461.6549154,USD,Instant
8478514577,BR-006,19-07-2023,5,415.0415821,USDT,Instant
5854743072,BR-004,16-09-2023,2,-436.1311066,USDT,Instant
9030843946,BR-004,11-12-2023,2,736.9609839,EUR,Instant
1132173258,BR-007,06-01-2025,1,992.9902309,USDT,Credit
979143498,BR-001,01-02-2024,1,333.4213447,USD,Instant
2356409333,BR-002,14-12-2023,2,2207.395499,EUR,Instant
8391449830,BR-006,19-12-2023,2,1218.279902,USD,Instant
2807625447,BR-006,20-07-2023,3,1451.967421,GBP,Instant
5701172387,BR-005,31-01-2024,3,1441.554889,EUR,Credit
1020851493,BR-003,23-05-2024,4,961.0814015,USDT,Credit
1710879298,BR-004,03-01-2025,2,726.7463027,USDT,Instant
9928632665,BR-006,07-03-2024,4,742.141465,GBP,Credit
2126985378,BR-003,23-04-2024,4,1097.192151,EUR,Credit
472351665,BR-004,18-08-2023,2,823.4168536,USD,Credit
7960214228,BR-001,18-01-2025,3,1499.155449,EUR,Credit
711679897,BR-004,09-10-2023,3,784.1898436,EUR,Credit
5455160757,BR-005,20-03-2024,2,1317.360734,USD,Instant
8041739945,BR-006,05-01-2024,0,1554.849921,USD,Instant
9637115143,BR-006,21-11-2023,5,1270.434611,GBP,Credit
8831739447,BR-005,15-04-2023,3,1442.375527,USD,Credit
3326785599,BR-002,19-10-2024,4,747.5847176,EUR,Instant
2093900147,BR-004,18-01-2025,0,1397.535808,USDT,Credit
226189948,BR-004,28-07-2023,3,2052.601201,GBP,Instant
2500995855,BR-006,18-08-2024,1,443.4727865,EUR,Instant
6048301889,BR-001,18-04-2023,2,889.9026865,USDT,Credit
9306913522,BR-006,25-05-2024,4,-33.92736322,USDT,Instant
2854222320,BR-001,04-01-2024,2,1950.595343,GBP,Instant
8875823495,BR-004,17-05-2023,1,969.6695931,GBP,Instant
15227920,BR-003,09-06-2024,1,645.8557687,USDT,Instant
8438297657,BR-004,03-05-2024,3,1171.407581,USD,Instant
2138188549,BR-002,01-01-2024,3,1029.175502,USDT,Credit
2789791198,BR-005,25-06-2023,3,627.6078966,GBP,Credit
310491301,BR-004,29-08-2024,4,90.34603567,USDT,Instant
6606618597,BR-005,29-12-2024,2,65340.65864,EUR,Credit
3375801575,BR-001,14-03-2024,1,986.7971215,USDT,Instant
8287541079,BR-003,23-08-2024,0,1140.080579,USD,Credit
594757251,BR-007,22-08-2024,4,1348.477202,USD,Credit
5430980046,BR-004,28-09-2023,2,833.0902551,GBP,Instant
4550087039,BR-001,12-10-2024,6,1480.710843,USD,Instant
7190513855,BR-002,11-04-2024,5,87.63797655,USD,Instant
3604275777,BR-003,24-11-2023,3,1188.550197,USD,Credit
3995813983,BR-007,08-06-2023,5,985.3685932,EUR,Instant
6155259372,BR-004,20-07-2024,1,932.3728373,USDT,Instant
4204448389,BR-006,26-07-2024,5,1501.78328,EUR,Instant
3511791712,BR-002,29-11-2024,4,69310.15616,GBP,Credit
5611464987,BR-002,02-07-2024,2,1094.643947,USDT,Instant
925490730,BR-003,23-08-2023,3,931.7762683,USD,Credit
6825669831,BR-006,02-03-2024,3,191.0830472,USDT,Credit
1098254710,BR-007,11-07-2024,3,447.3233412,GBP,Instant
3407044309,BR-007,27-03-2024,2,1391.091304,EUR,Instant
2826487693,BR-002,24-03-2023,3,1412.549132,EUR,Instant
7185623557,BR-004,02-04-2024,5,566.4348921,GBP,Instant
9391327792,BR-007,17-08-2024,2,1044.328795,USDT,Instant
3129174244,BR-005,29-09-2024,1,1098.657854,USD,Instant
5436913437,BR-001,30-05-2023,3,814.7047385,USDT,Instant
632392570,BR-007,30-03-2024,3,2051.903046,USDT,Instant
155639717,BR-006,26-10-2023,3,23734.04549,EUR,Instant
8821878646,BR-006,08-07-2024,4,433.0922025,USDT,Instant
8061994409,BR-005,19-08-2024,0,1050.928148,USDT,Instant
1959299188,BR-003,05-08-2023,3,1774.510076,EUR,Instant
387099012,BR-003,28-10-2023,4,652.4781699,EUR,Instant
7940202786,BR-001,07-03-2024,3,979.4152615,USDT,Instant
5199889822,BR-004,26-07-2024,1,1493.667258,EUR,Instant
3613017003,BR-004,11-08-2023,2,962.0244882,USDT,Credit
5804874635,BR-002,03-01-2024,5,28802.14238,USD,Credit
928920869,BR-003,08-02-2025,0,866.6738354,GBP,Instant
891151686,BR-006,27-02-2023,3,1262.988779,USDT,Instant
6889324875,BR-003,30-06-2023,4,939.1480228,EUR,Credit
7279007301,BR-002,06-01-2024,3,2049.860895,USD,Instant
1671399902,BR-005,11-08-2024,3,876.4871496,USD,Instant
5117372837,BR-003,24-02-2024,0,1007.136534,USD,Instant
8627246754,BR-001,13-10-2024,3,523.0302903,USDT,Instant
276178189,BR-007,09-08-2024,3,819.5542903,GBP,Instant
2062101000,BR-001,11-02-2024,4,-735.714946,USD,Credit
3759950015,BR-007,08-05-2023,2,1345.1184,USDT,Credit
6024297469,BR-003,22-02-2024,2,-279.1841916,USDT,Credit
7982961214,BR-003,24-05-2024,4,1729.865938,USDT,Credit
4158998674,BR-002,12-08-2024,6,139.9487245,USD,Instant
3788420094,BR-003,02-07-2023,7,1419.47025,GBP,Credit
8487783384,BR-007,12-01-2025,4,691.3734067,USD,Instant
634843922,BR-003,22-12-2024,2,1349.41421,EUR,Instant
8435209818,BR-002,28-06-2024,5,1210.486472,GBP,Instant
4570208549,BR-004,25-02-2024,2,238.8204069,USDT,Credit
2649321466,BR-003,22-05-2024,3,1556.344187,EUR,Credit
7580142838,BR-005,15-10-2023,4,335.8425243,USD,Instant
6353430546,BR-004,10-03-2024,2,1038.736859,USDT,Instant
4966007505,BR-005,03-08-2024,5,1749.291286,GBP,Credit
4706930537,BR-004,25-04-2024,5,1623.878417,USDT,Credit
4557291359,BR-004,28-06-2024,1,807.3083362,GBP,Instant
8383863321,BR-006,08-03-2024,1,1210.226239,USD,Instant
2049282345,BR-004,30-04-2023,0,1529.740265,EUR,Instant
5394040339,BR-001,17-11-2023,3,1256.233258,USDT,Credit
3845529098,BR-007,24-05-2023,4,161.545763,GBP,Instant
9899742293,BR-004,09-07-2023,4,1046.270308,USD,Instant
4081805621,BR-007,11-04-2024,0,1198.315002,USDT,Instant
1256572922,BR-004,18-02-2024,8,343.069271,USDT,Instant
3808551364,BR-004,01-08-2023,3,753.6252236,USDT,Instant
7727179783,BR-001,29-09-2024,4,1284.707133,USDT,Instant
7466317184,BR-001,18-08-2024,4,-380.5309831,USDT,Instant
4504056421,BR-006,10-06-2023,2,791.6486999,USDT,Instant
4182230501,BR-007,19-04-2023,3,980.4978997,USD,Credit
3483479797,BR-005,23-04-2024,3,1111.217068,GBP,Instant
7198741467,BR-002,27-04-2024,6,1513.847297,GBP,Credit
2071285024,BR-006,26-10-2023,2,1160.113593,GBP,Instant
4377917460,BR-006,01-03-2024,6,986.6816778,USD,Instant
8234832692,BR-005,02-05-2023,2,705.8817702,USD,Instant
4467289431,BR-007,06-11-2023,0,1723.097333,EUR,Credit
4741486987,BR-001,16-03-2023,3,305.5542229,USD,Instant
9877453756,BR-007,12-11-2024,4,1734.511699,GBP,Instant
1943555893,BR-003,08-12-2024,2,821.0280843,USDT,Instant
6484703918,BR-002,13-02-2024,2,1049.155096,USD,Instant
2647872578,BR-005,14-10-2023,1,973.5859977,EUR,Instant
4056669040,BR-005,29-09-2024,8,117482.5024,EUR,Credit
2354801254,BR-006,08-02-2024,3,217.5986143,USDT,Instant
5773504457,BR-003,01-12-2024,3,88188.19343,USDT,Instant
74422321,BR-003,29-08-2024,4,735.9830807,USDT,Instant
8266967070,BR-003,15-01-2025,5,1312.754008,GBP,Instant
4167422523,BR-005,04-07-2023,3,1442.615741,USDT,Instant
5614515163,BR-007,10-06-2024,4,1777.08021,USD,Instant
3671834959,BR-005,09-10-2024,0,1426.987988,GBP,Instant
8107959903,BR-002,06-06-2024,3,1020.861356,USDT,Instant
1361707425,BR-003,16-02-2025,1,2281.26383,USDT,Instant
3340811660,BR-005,15-03-2023,1,1717.233435,GBP,Instant
3777920667,BR-002,03-06-2023,3,1128.565326,USDT,Instant
8142264201,BR-006,30-09-2024,1,810.2977505,USDT,Instant
3587530027,BR-002,29-06-2023,2,1166.032625,GBP,Instant
679288825,BR-006,11-04-2023,5,941.6170421,GBP,Instant
5607969520,BR-007,13-01-2024,5,682.2210793,USD,Instant
8896911485,BR-007,03-01-2024,2,1952.068295,EUR,Instant
6540558839,BR-003,08-04-2024,6,1812.979458,USDT,Instant
1858125883,BR-002,10-12-2024,2,2239.694709,USD,Credit
483982308,BR-001,11-12-2023,5,2133.590098,USDT,Instant
1750256852,BR-004,23-03-2023,3,1179.868382,EUR,Credit
9561123390,BR-003,30-11-2024,6,1084.353131,EUR,Instant
768118317,BR-004,26-05-2024,3,1440.535787,EUR,Credit
6879403202,BR-007,13-10-2023,2,1778.000286,GBP,Instant
1493336265,BR-003,30-08-2023,4,413.8697736,USDT,Credit
8911771405,BR-001,15-09-2023,3,1573.4396,EUR,Instant
6380442106,BR-004,19-06-2024,3,1398.801425,USDT,Instant
8417486622,BR-006,04-12-2023,6,506.5373379,EUR,Instant
7532785142,BR-002,20-11-2023,4,1835.081294,GBP,Instant
6431342355,BR-005,24-09-2023,1,782.0905114,USD,Credit
8787742078,BR-007,24-07-2024,1,629.3033617,EUR,Instant
447548296,BR-005,06-11-2023,2,1830.401201,USDT,Credit
2927608618,BR-004,13-09-2023,1,967.0126896,USDT,Instant
4873567014,BR-007,04-10-2023,4,1225.327778,USDT,Instant
9894474321,BR-001,25-06-2023,3,774.4205708,USD,Credit
8894157168,BR-006,29-04-2023,4,1275.8704,EUR,Credit
2463341527,BR-004,06-11-2023,0,388.0089666,USDT,Instant
7448573739,BR-005,15-10-2023,1,1337.848475,USD,Instant
7381827265,BR-007,22-12-2023,4,400.0701389,USDT,Instant
2835658898,BR-007,14-10-2023,0,853.8723923,GBP,Instant
506277723,BR-005,01-10-2024,3,801.6275105,USD,Instant
4278475357,BR-002,22-11-2024,2,867.1121518,USD,Instant
3486884450,BR-006,16-04-2024,2,1036.71726,GBP,Instant
8794252269,BR-003,16-06-2023,3,831.8106684,GBP,Instant
6697174654,BR-002,28-06-2024,2,75821.92581,USD,Instant
4815513425,BR-002,05-06-2023,4,69391.65414,GBP,Instant
5478992943,BR-002,03-08-2024,2,2214.572161,USD,Instant
1807654517,BR-005,02-06-2024,1,1650.156596,GBP,Instant
3214127862,BR-007,24-11-2024,3,1181.591149,GBP,Credit
7370319124,BR-007,26-10-2024,4,1259.773165,USDT,Credit
2640721649,BR-004,20-01-2024,2,1431.216705,GBP,Instant
9921585518,BR-007,02-11-2024,2,117025.4046,EUR,Instant
1817415246,BR-007,12-02-2024,3,816.586167,EUR,Instant
688298361,BR-007,21-10-2023,2,1748.888271,EUR,Instant
8192905743,BR-007,30-06-2023,1,930.974075,USDT,Instant
6386254410,BR-003,01-10-2024,0,857.1802163,USD,Instant
5527964723,BR-002,30-01-2024,3,1380.710884,EUR,Credit
6593912676,BR-004,05-12-2023,6,370.0092608,USD,Instant
6087078026,BR-007,08-04-2023,7,1608.15602,GBP,Instant
5250623766,BR-001,04-09-2024,3,1083.569607,GBP,Instant
4379399522,BR-006,25-09-2024,2,619.9052755,EUR,Instant
941421353,BR-007,28-02-2023,2,1143.566677,USD,Instant
873464966,BR-001,11-09-2024,7,858.5566397,USD,Instant
4987430819,BR-007,30-09-2024,3,690.4636317,USD,Instant
6716613245,BR-001,04-09-2024,1,770.2255294,GBP,Instant
2955307153,BR-002,30-06-2024,2,130.9441802,USD,Credit
33246037,BR-002,28-12-2024,5,581.1452841,USDT,Instant
4654776856,BR-001,17-08-2024,1,46030.37715,EUR,Instant
7293578376,BR-006,12-12-2023,3,-128.1249674,USD,Instant
9985792570,BR-006,19-12-2024,2,410.7798266,USD,Credit
3052488903,BR-003,22-05-2023,4,1086.263391,USDT,Instant
3638167737,BR-001,04-12-2024,5,1255.431495,USDT,Instant
2788187935,BR-003,14-12-2024,3,963.0135682,EUR,Instant
1921762125,BR-004,30-11-2024,4,962.1671978,USDT,Instant
5665977440,BR-006,07-12-2023,1,1093.381027,EUR,Instant
7093987739,BR-001,26-01-2024,1,1236.331528,GBP,Credit
7947512671,BR-003,03-10-2024,6,1212.921829,USD,Instant
2685736348,BR-007,05-10-2023,5,120910.2878,USD,Instant
8458063499,BR-007,20-11-2023,2,167.5537899,USD,Credit
2387974080,BR-003,07-12-2023,5,1710.088481,USDT,Credit
728053094,BR-002,05-08-2023,2,1392.495289,GBP,Instant
1622665011,BR-006,04-12-2023,4,1558.137832,USD,Instant
4994761667,BR-001,14-10-2023,3,987.2987746,USDT,Instant
9848398352,BR-007,23-10-2024,7,489.8492264,GBP,Credit
3879387786,BR-004,18-10-2023,1,724.6907367,EUR,Instant
80791685,BR-004,18-05-2023,2,2038.838566,EUR,Instant
2327692164,BR-003,20-01-2024,2,377.2397052,EUR,Instant
1950821690,BR-007,22-11-2024,2,635.029527,USDT,Instant
2027114433,BR-005,03-11-2024,2,535.8141651,USD,Credit
2660823117,BR-002,26-08-2024,1,1283.878539,GBP,Credit
8258238506,BR-001,28-09-2023,2,1588.428122,USDT,Instant
7526242521,BR-004,15-06-2024,1,1242.260173,EUR,Instant
1843002307,BR-002,20-08-2024,0,1668.460219,EUR,Instant
4425683702,BR-003,09-01-2025,4,1591.282864,USD,Instant
4544275279,BR-006,14-02-2025,4,1000.093332,USDT,Credit
5630712866,BR-007,15-08-2024,2,1575.303775,USDT,Instant
3215949985,BR-005,19-01-2025,2,1948.883508,USD,Instant
9985474554,BR-001,18-10-2024,0,526.0536414,USD,Instant
5648909448,BR-001,21-09-2023,4,820.2556049,USDT,Instant
2788778914,BR-006,12-09-2024,1,2251.898114,EUR,Instant
118446333,BR-005,07-05-2023,1,1473.6812,USDT,Instant
9665905495,BR-006,30-10-2023,1,647.8374049,USDT,Instant
1033390693,BR-003,05-03-2024,6,885.1713656,GBP,Instant
8898489833,BR-004,24-01-2025,5,32.3847076,EUR,Credit
5064580816,BR-005,23-08-2024,1,1094.423179,USDT,Credit
3377792254,BR-001,27-02-2024,6,162.9071506,USDT,Instant
5515622015,BR-002,03-04-2024,1,998.6248795,USDT,Instant
8204503436,BR-005,09-09-2024,1,1010.530099,GBP,Credit
5872978381,BR-001,27-06-2024,0,1714.428854,USDT,Instant
31958209,BR-006,09-08-2024,4,262.933934,USDT,Credit
1047020593,BR-003,04-05-2023,2,1124.136966,USDT,Instant
4103341037,BR-003,06-06-2023,2,187.2003167,USD,Instant
8342370485,BR-007,14-02-2025,1,1460.00573,USDT,Instant
915259357,BR-007,26-05-2024,2,849.3184398,USD,Instant
8794749429,BR-004,18-11-2023,0,1293.0829,USDT,Instant
929074936,BR-004,16-11-2023,7,793.7930909,EUR,Instant
4644472971,BR-001,05-05-2023,2,878.2368054,USD,Instant
8161012499,BR-007,19-09-2024,5,528.0677048,GBP,Instant
2185046759,BR-003,07-10-2023,8,1359.675725,EUR,Credit
8880344319,BR-003,23-05-2023,3,1271.149385,USDT,Credit
166228147,BR-002,03-02-2025,1,1556.43507,GBP,Instant
3172047776,BR-006,15-01-2025,1,1119.240406,USDT,Credit
9244621550,BR-006,04-03-2023,2,536.2178236,USDT,Instant
2454154451,BR-003,02-10-2024,2,1534.639729,EUR,Instant
6070117017,BR-002,28-02-2023,7,1052.931199,USD,Instant
9189332250,BR-004,12-12-2024,5,1412.333667,GBP,Instant
2935360954,BR-002,18-03-2023,6,1038.505379,USDT,Credit
1442875386,BR-004,03-07-2024,3,516.3324015,USDT,Credit
7001171158,BR-004,05-12-2024,4,1504.002002,USD,Instant
540252766,BR-007,07-01-2024,1,725.1977077,GBP,Credit
7037175535,BR-005,20-04-2024,2,1024.654166,GBP,Instant
2547800572,BR-003,26-01-2024,5,1384.419838,USD,Credit
1050116491,BR-007,17-02-2024,3,1276.574578,USDT,Instant
3226784950,BR-005,17-09-2023,0,725.8998509,USDT,Credit
7690479575,BR-004,27-08-2023,3,568.2531975,GBP,Credit
4732835715,BR-001,11-10-2024,2,984.3982555,USD,Instant
5661270799,BR-004,02-11-2023,3,759.5831052,USD,Instant
4038416268,BR-005,26-08-2023,4,1348.083999,GBP,Credit
2970775130,BR-007,09-11-2024,3,1436.814251,USDT,Credit
8610564686,BR-004,01-09-2023,3,984.7986167,GBP,Instant
2823968244,BR-004,18-06-2023,4,524.5446352,GBP,Credit
8639985515,BR-001,10-08-2024,2,1159.260502,USDT,Instant
5318745025,BR-006,15-10-2024,2,-278.1589337,EUR,Instant
190078244,BR-007,19-06-2023,3,1070.720256,GBP,Instant
9027931862,BR-007,15-07-2024,6,933.7171613,EUR,Credit
1841972375,BR-005,18-02-2025,2,813.7155788,EUR,Instant
5706594106,BR-003,15-09-2023,3,1552.247493,USDT,Instant
253850625,BR-006,01-11-2024,5,699.1737989,USDT,Instant
3563276299,BR-006,10-08-2024,2,52456.88573,GBP,Instant
5393520267,BR-004,14-03-2024,3,910.5724392,USDT,Instant
8010516927,BR-003,17-05-2024,3,9.924770473,USD,Credit
1571862540,BR-001,11-01-2024,4,74913.55475,USDT,Credit
9940883527,BR-001,09-10-2023,4,1548.650094,USD,Instant
6950580130,BR-002,26-03-2024,1,217.1759842,USD,Instant
269108241,BR-007,13-03-2024,0,920.1574063,USD,Credit
6283527350,BR-003,24-09-2024,5,121503.2844,EUR,Instant
4788642501,BR-001,26-03-2024,6,2255.769798,GBP,Credit
